"통계분류","항목","단위","1994 년","1995 년","1996 년","2002 년","2004 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2013 년","2015 년","2017 년","2019 년","2021 년",
"16~20권","종교","","","","","","","","","","3.5","0","","","","","","",
"16~20권","과학, 기술","","","","","","","","","",".5","0","","","","","","",
"16~20권","예술","","","","","","","","","","0","0","","","","","","",
"16~20권","법, 정치","","","","","","","","","","4","0","","","","","","",
"16~20권","실용, 취미도서류","","","","","","","","","","34","0","","","","","","",
"16~20권","요리","","","","","","","","","","3.5","0","","","","","","",
"16~20권","건강, 다이어트","","","","","","","","","","6.5","0","","","","","","",
"16~20권","여성, 육아","","","","","","","","","","3.5","0","","","","","","",
"16~20권","취미","","","","","","","","","","1.5","0","","","","","","",
"16~20권","연예, 오락","","","","","","","","","","4","0","","","","","","",
"16~20권","여행","","","","","","","","","","2","0","","","","","","",
"16~20권","스포츠","","","","","","","","","","2.5","0","","","","","","",
"16~20권","컴퓨터","","","","","","","","","","2.5","0","","","","","","",
"16~20권","만화, 무협지","","","","","","","","","",".5","0","","","","","","",
"16~20권","무협지, 판타지소설","","","","","","","","","",".5","0","","","","","","",
"16~20권","만화","","","","","","","","","","0","0","","","","","","",
"16~20권","철학,사상,종교","","","","","","","","","","","0","","8.2","7.9","12.1","","",
"16~20권","기 타","","","","","","","","","","1","0","","","","","","",
"21권 이상","사례수","","","","","","","","","","88","0","","186","466","672","","",
"21권 이상","계","","","","","","","","","","","0","","100","","100","","",
"21권 이상","소설( 장르 소설 포함)","","","","","","","","","","","0","","10.1","2.9","13.2","","",
"21권 이상","수필","","","","","","","","","","9.7","0","","","","","","",
"21권 이상","재테크","","","","","","","","","","1.8","0","","","","","","",
"21권 이상","철학, 사상, 종교","","","","","","","","","","4.9","0","","","","","","",
"21권 이상","자기계발서","","","","","","","","","","","0","","12.2","9.9","8.6","","",
"21권 이상","취미,오락,여행,건강","","","","","","","","","","","0","","6.8","10.4","9.1","","",
"21권 이상","경제,경영","","","","","","","","","","","0","","4.9","5.7","7.7","","",
"21권 이상","정치,사회,시사","","","","","","","","","","","0","","5.4","4.7","4.2","","",
"21권 이상","어학, 외국어","","","","","","","","","","2.5","0","","","","3.4","","",
"21권 이상","역사, 지리","","","","","","","","","","3.1","0","","","","","","",
"21권 이상","가정,육아,요리","","","","","","","","","","","0","","5.7","4.2","5.4","","",
"21권 이상","시","","","","","","","","","","3.5","0","","","","","","",
"21권 이상","책을 전혀 읽지 않는다","","","","","","","","","","0","0","","","","","","",
"21권 이상","선호분야없음","","","","","","","","","","","0","","","","","","",
"21권 이상","국내소설","","","","","","","","","","","0","","","","","","",
"21권 이상","추리소설","","","","","","","","","","9.2","0","","","","","","",
"21권 이상","외국소설","","","","","","","","","","","0","","","","","","",
"21권 이상","유모어·풍자","","","","","","","","","","","0","","","","","","",
"21권 이상","공상과학소설","","","","","","","","","","","0","","","","","","",
"21권 이상","과학,기술","","","","","","","","","","","0","","","","","","",
"21권 이상","시,소설,수필","","","","","","","","","","","0","","","","","","",
"21권 이상","무협,판타지,추리소설","","","","","","","","","","","0","","","","","","",
"21권 이상","예술,문화","","","","","","","","","","","0","","3.6","13.7","3.7","","",
"21권 이상","재테크,부동산","","","","","","","","","","","0","","1.8","","2","","",
"21권 이상","역사,지리","","","","","","","","","","","0","","5.1","3.6","4.9","","",
"21권 이상","어학,컴퓨터","","","","","","","","","","","0","","1.4","","","","",
"21권 이상","문학도서","","","","","","","","","","53.6","0","","30","27.3","25.6","","",
"21권 이상","일반소설","","","","","","","","","","25.7","0","","","","","","",
"21권 이상","수기, 전기","","","","","","","","","","3.1","0","","","","","","",
"21권 이상","동화","","","","","","","","","","1.6","0","","","","","","",
"21권 이상","다큐멘터리","","","","","","","","","",".8","0","","","","","","",
"21권 이상","문학외교양","","","","","","","","","","20.3","0","","","","","","",
"21권 이상","경제, 경영","","","","","","","","","","4.1","0","","","","","","",
"21권 이상","종교","","","","","","","","","","5.3","0","","","","","","",
"21권 이상","과학, 기술","","","","","","","","","","1.4","0","","","","","","",
"21권 이상","예술","","","","","","","","","","1.2","0","","","","","","",
"21권 이상","법, 정치","","","","","","","","","",".4","0","","","","","","",
"21권 이상","실용, 취미도서류","","","","","","","","","","14.2","0","","","","","","",
"21권 이상","요리","","","","","","","","","",".4","0","","","","","","",
"21권 이상","건강, 다이어트","","","","","","","","","","1.9","0","","","","","","",
"21권 이상","여성, 육아","","","","","","","","","","1.2","0","","","","","","",
"21권 이상","취미","","","","","","","","","","2.5","0","","","","","","",
"21권 이상","연예, 오락","","","","","","","","","","1.2","0","","","","","","",
"21권 이상","여행","","","","","","","","","","1.6","0","","","","","","",
"21권 이상","스포츠","","","","","","","","","",".8","0","","","","","","",
"21권 이상","컴퓨터","","","","","","","","","",".4","0","","","","","","",
"21권 이상","만화, 무협지","","","","","","","","","","10.9","0","","","","","","",
"21권 이상","무협지, 판타지소설","","","","","","","","","","9.7","0","","","","","","",
"21권 이상","만화","","","","","","","","","","1.2","0","","","","","","",
"21권 이상","철학,사상,종교","","","","","","","","","","","0","","12.5","11","10.1","","",
"21권 이상","기 타","","","","","","","","","","1","0","","","","","","",
"경영, 관리직","사례수","","","","","","","","","","","0","","","","","","",
"경영, 관리직","계","","","","","","","","","","","0","100","","","","","",
"경영, 관리직","소설( 장르 소설 포함)","","","","","","","","","","","0","","","","","","",
"경영, 관리직","수필","","","","","","","","","","","0","","","","","","",
"경영, 관리직","재테크","","","","","","","","","","","0","","","","","","",
"경영, 관리직","철학, 사상, 종교","","","","","","","","","","","0","","","","","","",
"경영, 관리직","자기계발서","","","","","","","","","","","0","8.3","","","","","",
"경영, 관리직","취미,오락,여행,건강","","","","","","","","","","","0","6.2","","","","","",
"경영, 관리직","경제,경영","","","","","","","","","","","0","7.5","","","","","",
"경영, 관리직","정치,사회,시사","","","","","","","","","","","0","14.7","","","","","",
"경영, 관리직","어학, 외국어","","","","","","","","","","","0","","","","","","",
"경영, 관리직","역사, 지리","","","","","","","","","","","0","","","","","","",
"경영, 관리직","가정,육아,요리","","","","","","","","","","","0","0","","","","","",
"경영, 관리직","시","","","","","","","","","","","0","","","","","","",
"경영, 관리직","책을 전혀 읽지 않는다","","","","","","","","","","","0","","","","","","",
"경영, 관리직","선호분야없음","","","","","","","","","","","0","","","","","","",
"경영, 관리직","국내소설","","","","","","","","","","","0","","","","","","",
"경영, 관리직","추리소설","","","","","","","","","","","0","","","","","","",
"경영, 관리직","외국소설","","","","","","","","","","","0","","","","","","",
"경영, 관리직","유모어·풍자","","","","","","","","","","","0","","","","","","",
"경영, 관리직","공상과학소설","","","","","","","","","","","0","","","","","","",
"경영, 관리직","과학,기술","","","","","","","","","","","0","1.6","","","","","",
"경영, 관리직","시,소설,수필","","","","","","","","","","","0","23.8","","","","","",
"경영, 관리직","무협,판타지,추리소설","","","","","","","","","","","0","6.5","","","","","",
"경영, 관리직","예술,문화","","","","","","","","","","","0","5.1","","","","","",
"경영, 관리직","재테크,부동산","","","","","","","","","","","0","7.2","","","","","",
"경영, 관리직","역사,지리","","","","","","","","","","","0","5.5","","","","","",
"경영, 관리직","어학,컴퓨터","","","","","","","","","","","0",".6","","","","","",
"경영, 관리직","문학도서","","","","","","","","","","","0","","","","","","",
"경영, 관리직","일반소설","","","","","","","","","","","0","","","","","","",
"경영, 관리직","수기, 전기","","","","","","","","","","","0","","","","","","",
"경영, 관리직","동화","","","","","","","","","","","0","","","","","","",
"경영, 관리직","다큐멘터리","","","","","","","","","","","0","","","","","","",
"경영, 관리직","문학외교양","","","","","","","","","","","0","","","","","","",
"경영, 관리직","경제, 경영","","","","","","","","","","","0","","","","","","",
"경영, 관리직","종교","","","","","","","","","","","0","","","","","","",
"경영, 관리직","과학, 기술","","","","","","","","","","","0","","","","","","",
"경영, 관리직","예술","","","","","","","","","","","0","","","","","","",
"경영, 관리직","법, 정치","","","","","","","","","","","0","","","","","","",
"경영, 관리직","실용, 취미도서류","","","","","","","","","","","0","","","","","","",
"경영, 관리직","요리","","","","","","","","","","","0","","","","","","",
"경영, 관리직","건강, 다이어트","","","","","","","","","","","0","","","","","","",
"경영, 관리직","여성, 육아","","","","","","","","","","","0","","","","","","",
"경영, 관리직","취미","","","","","","","","","","","0","","","","","","",
"경영, 관리직","연예, 오락","","","","","","","","","","","0","","","","","","",
"경영, 관리직","여행","","","","","","","","","","","0","","","","","","",
"경영, 관리직","스포츠","","","","","","","","","","","0","","","","","","",
"경영, 관리직","컴퓨터","","","","","","","","","","","0","","","","","","",
"경영, 관리직","만화, 무협지","","","","","","","","","","","0","","","","","","",
"경영, 관리직","무협지, 판타지소설","","","","","","","","","","","0","","","","","","",
"경영, 관리직","만화","","","","","","","","","","","0","","","","","","",
"경영, 관리직","철학,사상,종교","","","","","","","","","","","0","12.7","","","","","",
"경영, 관리직","기 타","","","","","","","","","","","0",".3","","","","","",
"사무직","사례수","","","","","","","","","","","0","","","","","","",
"사무직","계","","","","","","","","","","","0","100","","","","","",
"사무직","소설( 장르 소설 포함)","","","","","","","","","","","0","","","","","","",
"사무직","수필","","","","","","","","","","","0","","","","","","",
"사무직","재테크","","","","","","","","","","","0","","","","","","",
"사무직","철학, 사상, 종교","","","","","","","","","","","0","","","","","","",
"사무직","자기계발서","","","","","","","","","","","0","7.9","","","","","",
"사무직","취미,오락,여행,건강","","","","","","","","","","","0","15.7","","","","","",
"사무직","경제,경영","","","","","","","","","","","0","7.9","","","","","",
"사무직","정치,사회,시사","","","","","","","","","","","0","6.4","","","","","",
"사무직","어학, 외국어","","","","","","","","","","","0","","","","","","",
"사무직","역사, 지리","","","","","","","","","","","0","","","","","","",
"사무직","가정,육아,요리","","","","","","","","","","","0","4.4","","","","","",
"사무직","시","","","","","","","","","","","0","","","","","","",
"사무직","책을 전혀 읽지 않는다","","","","","","","","","","","0","","","","","","",
"사무직","선호분야없음","","","","","","","","","","","0","","","","","","",
"사무직","국내소설","","","","","","","","","","","0","","","","","","",
"사무직","추리소설","","","","","","","","","","","0","","","","","","",
"사무직","외국소설","","","","","","","","","","","0","","","","","","",
"사무직","유모어·풍자","","","","","","","","","","","0","","","","","","",
"사무직","공상과학소설","","","","","","","","","","","0","","","","","","",
"사무직","과학,기술","","","","","","","","","","","0",".6","","","","","",
"사무직","시,소설,수필","","","","","","","","","","","0","30.7","","","","","",
"사무직","무협,판타지,추리소설","","","","","","","","","","","0","9.7","","","","","",
"사무직","예술,문화","","","","","","","","","","","0","2.4","","","","","",
"사무직","재테크,부동산","","","","","","","","","","","0","3.2","","","","","",
"사무직","역사,지리","","","","","","","","","","","0","2.1","","","","","",
"사무직","어학,컴퓨터","","","","","","","","","","","0","1.4","","","","","",
"사무직","문학도서","","","","","","","","","","","0","","","","","","",
"사무직","일반소설","","","","","","","","","","","0","","","","","","",
"사무직","수기, 전기","","","","","","","","","","","0","","","","","","",
"사무직","동화","","","","","","","","","","","0","","","","","","",
"사무직","다큐멘터리","","","","","","","","","","","0","","","","","","",
"사무직","문학외교양","","","","","","","","","","","0","","","","","","",
"사무직","경제, 경영","","","","","","","","","","","0","","","","","","",
"사무직","종교","","","","","","","","","","","0","","","","","","",
"사무직","과학, 기술","","","","","","","","","","","0","","","","","","",
"사무직","예술","","","","","","","","","","","0","","","","","","",
"사무직","법, 정치","","","","","","","","","","","0","","","","","","",
"사무직","실용, 취미도서류","","","","","","","","","","","0","","","","","","",
"사무직","요리","","","","","","","","","","","0","","","","","","",
"사무직","건강, 다이어트","","","","","","","","","","","0","","","","","","",
"사무직","여성, 육아","","","","","","","","","","","0","","","","","","",
"사무직","취미","","","","","","","","","","","0","","","","","","",
"사무직","연예, 오락","","","","","","","","","","","0","","","","","","",
"사무직","여행","","","","","","","","","","","0","","","","","","",
"사무직","스포츠","","","","","","","","","","","0","","","","","","",
"사무직","컴퓨터","","","","","","","","","","","0","","","","","","",
"사무직","만화, 무협지","","","","","","","","","","","0","","","","","","",
"사무직","무협지, 판타지소설","","","","","","","","","","","0","","","","","","",
"사무직","만화","","","","","","","","","","","0","","","","","","",
"사무직","철학,사상,종교","","","","","","","","","","","0","7.7","","","","","",
"사무직","기 타","","","","","","","","","","","0","0","","","","","",
"서비스, 판매직","사례수","","","","","","","","","","","0","","","","","","",
"서비스, 판매직","계","","","","","","","","","","","0","100","","","","","",
"서비스, 판매직","소설( 장르 소설 포함)","","","","","","","","","","","0","","","","","","",
"서비스, 판매직","수필","","","","","","","","","","","0","","","","","","",
"서비스, 판매직","재테크","","","","","","","","","","","0","","","","","","",
"서비스, 판매직","철학, 사상, 종교","","","","","","","","","","","0","","","","","","",
"서비스, 판매직","자기계발서","","","","","","","","","","","0","5.9","","","","","",
"서비스, 판매직","취미,오락,여행,건강","","","","","","","","","","","0","25","","","","","",
"서비스, 판매직","경제,경영","","","","","","","","","","","0","3.9","","","","","",
"서비스, 판매직","정치,사회,시사","","","","","","","","","","","0","4.7","","","","","",
"서비스, 판매직","어학, 외국어","","","","","","","","","","","0","","","","","","",
"서비스, 판매직","역사, 지리","","","","","","","","","","","0","","","","","","",
"서비스, 판매직","가정,육아,요리","","","","","","","","","","","0","7.6","","","","","",
"서비스, 판매직","시","","","","","","","","","","","0","","","","","","",
"서비스, 판매직","책을 전혀 읽지 않는다","","","","","","","","","","","0","","","","","","",
"서비스, 판매직","선호분야없음","","","","","","","","","","","0","","","","","","",
"서비스, 판매직","국내소설","","","","","","","","","","","0","","","","","","",
"서비스, 판매직","추리소설","","","","","","","","","","","0","","","","","","",
"서비스, 판매직","외국소설","","","","","","","","","","","0","","","","","","",
"서비스, 판매직","유모어·풍자","","","","","","","","","","","0","","","","","","",
"서비스, 판매직","공상과학소설","","","","","","","","","","","0","","","","","","",
"서비스, 판매직","과학,기술","","","","","","","","","","","0",".5","","","","","",
"서비스, 판매직","시,소설,수필","","","","","","","","","","","0","22.4","","","","","",
"서비스, 판매직","무협,판타지,추리소설","","","","","","","","","","","0","10.4","","","","","",
"서비스, 판매직","예술,문화","","","","","","","","","","","0","4.2","","","","","",
"서비스, 판매직","재테크,부동산","","","","","","","","","","","0","5.9","","","","","",
"서비스, 판매직","역사,지리","","","","","","","","","","","0","1.4","","","","","",
"서비스, 판매직","어학,컴퓨터","","","","","","","","","","","0","2.1","","","","","",
"서비스, 판매직","문학도서","","","","","","","","","","","0","","","","","","",
"서비스, 판매직","일반소설","","","","","","","","","","","0","","","","","","",
"서비스, 판매직","수기, 전기","","","","","","","","","","","0","","","","","","",
"서비스, 판매직","동화","","","","","","","","","","","0","","","","","","",
"서비스, 판매직","다큐멘터리","","","","","","","","","","","0","","","","","","",
"서비스, 판매직","문학외교양","","","","","","","","","","","0","","","","","","",
"서비스, 판매직","경제, 경영","","","","","","","","","","","0","","","","","","",
"서비스, 판매직","종교","","","","","","","","","","","0","","","","","","",
"서비스, 판매직","과학, 기술","","","","","","","","","","","0","","","","","","",
"서비스, 판매직","예술","","","","","","","","","","","0","","","","","","",
"서비스, 판매직","법, 정치","","","","","","","","","","","0","","","","","","",
"서비스, 판매직","실용, 취미도서류","","","","","","","","","","","0","","","","","","",
"서비스, 판매직","요리","","","","","","","","","","","0","","","","","","",
"서비스, 판매직","건강, 다이어트","","","","","","","","","","","0","","","","","","",
"서비스, 판매직","여성, 육아","","","","","","","","","","","0","","","","","","",
"서비스, 판매직","취미","","","","","","","","","","","0","","","","","","",
"서비스, 판매직","연예, 오락","","","","","","","","","","","0","","","","","","",
"서비스, 판매직","여행","","","","","","","","","","","0","","","","","","",
"서비스, 판매직","스포츠","","","","","","","","","","","0","","","","","","",
"서비스, 판매직","컴퓨터","","","","","","","","","","","0","","","","","","",
"서비스, 판매직","만화, 무협지","","","","","","","","","","","0","","","","","","",
"서비스, 판매직","무협지, 판타지소설","","","","","","","","","","","0","","","","","","",
"서비스, 판매직","만화","","","","","","","","","","","0","","","","","","",
"서비스, 판매직","철학,사상,종교","","","","","","","","","","","0","5.8","","","","","",
"서비스, 판매직","기 타","","","","","","","","","","","0",".2","","","","","",
"생산직","사례수","","","","","","","","","","","0","","","","","","",
"생산직","계","","","","","","","","","","","0","100","","","","","",
"생산직","소설( 장르 소설 포함)","","","","","","","","","","","0","","","","","","",
"생산직","수필","","","","","","","","","","","0","","","","","","",
"생산직","재테크","","","","","","","","","","","0","","","","","","",
"생산직","철학, 사상, 종교","","","","","","","","","","","0","","","","","","",
"생산직","자기계발서","","","","","","","","","","","0","6.9","","","","","",
"생산직","취미,오락,여행,건강","","","","","","","","","","","0","25.9","","","","","",
"생산직","경제,경영","","","","","","","","","","","0","5.4","","","","","",
"생산직","정치,사회,시사","","","","","","","","","","","0","7.5","","","","","",
"생산직","어학, 외국어","","","","","","","","","","","0","","","","","","",
"생산직","역사, 지리","","","","","","","","","","","0","","","","","","",
"생산직","가정,육아,요리","","","","","","","","","","","0","4.9","","","","","",
"생산직","시","","","","","","","","","","","0","","","","","","",
"생산직","책을 전혀 읽지 않는다","","","","","","","","","","","0","","","","","","",
"생산직","선호분야없음","","","","","","","","","","","0","","","","","","",
"생산직","국내소설","","","","","","","","","","","0","","","","","","",
"생산직","추리소설","","","","","","","","","","","0","","","","","","",
"생산직","외국소설","","","","","","","","","","","0","","","","","","",
"생산직","유모어·풍자","","","","","","","","","","","0","","","","","","",
"생산직","공상과학소설","","","","","","","","","","","0","","","","","","",
"생산직","과학,기술","","","","","","","","","","","0","1.5","","","","","",
"생산직","시,소설,수필","","","","","","","","","","","0","19","","","","","",
"생산직","무협,판타지,추리소설","","","","","","","","","","","0","7.9","","","","","",
"생산직","예술,문화","","","","","","","","","","","0","4","","","","","",
"생산직","재테크,부동산","","","","","","","","","","","0","4.4","","","","","",
"생산직","역사,지리","","","","","","","","","","","0","1.4","","","","","",
"생산직","어학,컴퓨터","","","","","","","","","","","0","1","","","","","",
"생산직","문학도서","","","","","","","","","","","0","","","","","","",
"생산직","일반소설","","","","","","","","","","","0","","","","","","",
"생산직","수기, 전기","","","","","","","","","","","0","","","","","","",
"생산직","동화","","","","","","","","","","","0","","","","","","",
"생산직","다큐멘터리","","","","","","","","","","","0","","","","","","",
"생산직","문학외교양","","","","","","","","","","","0","","","","","","",
"생산직","경제, 경영","","","","","","","","","","","0","","","","","","",
"생산직","종교","","","","","","","","","","","0","","","","","","",
"생산직","과학, 기술","","","","","","","","","","","0","","","","","","",
"생산직","예술","","","","","","","","","","","0","","","","","","",
"생산직","법, 정치","","","","","","","","","","","0","","","","","","",
"생산직","실용, 취미도서류","","","","","","","","","","","0","","","","","","",
"생산직","요리","","","","","","","","","","","0","","","","","","",
"생산직","건강, 다이어트","","","","","","","","","","","0","","","","","","",
"생산직","여성, 육아","","","","","","","","","","","0","","","","","","",
"생산직","취미","","","","","","","","","","","0","","","","","","",
"생산직","연예, 오락","","","","","","","","","","","0","","","","","","",
"생산직","여행","","","","","","","","","","","0","","","","","","",
"생산직","스포츠","","","","","","","","","","","0","","","","","","",
"생산직","컴퓨터","","","","","","","","","","","0","","","","","","",
"생산직","만화, 무협지","","","","","","","","","","","0","","","","","","",
"생산직","무협지, 판타지소설","","","","","","","","","","","0","","","","","","",
"생산직","만화","","","","","","","","","","","0","","","","","","",
"생산직","철학,사상,종교","","","","","","","","","","","0","9.4","","","","","",
"생산직","기 타","","","","","","","","","","","0",".7","","","","","",
"자영업","사례수","","","","","","","","","","","0","","","","","","",
"자영업","계","","","","","","","","","","","0","100","","","","","",
"자영업","소설( 장르 소설 포함)","","","","","","","","","","","0","","","","","","",
"자영업","수필","","","","","","","","","","","0","","","","","","",
"자영업","재테크","","","","","","","","","","","0","","","","","","",
"자영업","철학, 사상, 종교","","","","","","","","","","","0","","","","","","",
"자영업","자기계발서","","","","","","","","","","","0","6.8","","","","","",
"자영업","취미,오락,여행,건강","","","","","","","","","","","0","19","","","","","",
"자영업","경제,경영","","","","","","","","","","","0","9","","","","","",
"자영업","정치,사회,시사","","","","","","","","","","","0","8.5","","","","","",
"자영업","어학, 외국어","","","","","","","","","","","0","","","","","","",
"자영업","역사, 지리","","","","","","","","","","","0","","","","","","",
"자영업","가정,육아,요리","","","","","","","","","","","0","5.4","","","","","",
"자영업","시","","","","","","","","","","","0","","","","","","",
"자영업","책을 전혀 읽지 않는다","","","","","","","","","","","0","","","","","","",
"자영업","선호분야없음","","","","","","","","","","","0","","","","","","",
"자영업","국내소설","","","","","","","","","","","0","","","","","","",
"자영업","추리소설","","","","","","","","","","","0","","","","","","",
"자영업","외국소설","","","","","","","","","","","0","","","","","","",
"자영업","유모어·풍자","","","","","","","","","","","0","","","","","","",
"자영업","공상과학소설","","","","","","","","","","","0","","","","","","",
"자영업","과학,기술","","","","","","","","","","","0",".6","","","","","",
"자영업","시,소설,수필","","","","","","","","","","","0","23.2","","","","","",
"자영업","무협,판타지,추리소설","","","","","","","","","","","0","6.1","","","","","",
"자영업","예술,문화","","","","","","","","","","","0","2.5","","","","","",
"자영업","재테크,부동산","","","","","","","","","","","0","4.5","","","","","",
"자영업","역사,지리","","","","","","","","","","","0","3.9","","","","","",
"자영업","어학,컴퓨터","","","","","","","","","","","0",".1","","","","","",
"자영업","문학도서","","","","","","","","","","","0","","","","","","",
"자영업","일반소설","","","","","","","","","","","0","","","","","","",
"자영업","수기, 전기","","","","","","","","","","","0","","","","","","",
"자영업","동화","","","","","","","","","","","0","","","","","","",
"자영업","다큐멘터리","","","","","","","","","","","0","","","","","","",
"자영업","문학외교양","","","","","","","","","","","0","","","","","","",
"자영업","경제, 경영","","","","","","","","","","","0","","","","","","",
"자영업","종교","","","","","","","","","","","0","","","","","","",
"자영업","과학, 기술","","","","","","","","","","","0","","","","","","",
"자영업","예술","","","","","","","","","","","0","","","","","","",
"자영업","법, 정치","","","","","","","","","","","0","","","","","","",
"자영업","실용, 취미도서류","","","","","","","","","","","0","","","","","","",
"자영업","요리","","","","","","","","","","","0","","","","","","",
"자영업","건강, 다이어트","","","","","","","","","","","0","","","","","","",
"자영업","여성, 육아","","","","","","","","","","","0","","","","","","",
"자영업","취미","","","","","","","","","","","0","","","","","","",
"자영업","연예, 오락","","","","","","","","","","","0","","","","","","",
"자영업","여행","","","","","","","","","","","0","","","","","","",
"자영업","스포츠","","","","","","","","","","","0","","","","","","",
"자영업","컴퓨터","","","","","","","","","","","0","","","","","","",
"자영업","만화, 무협지","","","","","","","","","","","0","","","","","","",
"자영업","무협지, 판타지소설","","","","","","","","","","","0","","","","","","",
"자영업","만화","","","","","","","","","","","0","","","","","","",
"자영업","철학,사상,종교","","","","","","","","","","","0","10.1","","","","","",
"자영업","기 타","","","","","","","","","","","0",".4","","","","","",
"전업주부","사례수","","","","","","","","","","","0","","","","","","",
"전업주부","계","","","","","","","","","","","0","100","","","","","",
"전업주부","소설( 장르 소설 포함)","","","","","","","","","","","0","","","","","","",
"전업주부","수필","","","","","","","","","","","0","","","","","","",
"전업주부","재테크","","","","","","","","","","","0","","","","","","",
"전업주부","철학, 사상, 종교","","","","","","","","","","","0","","","","","","",
"전업주부","자기계발서","","","","","","","","","","","0","6.3","","","","","",
"전업주부","취미,오락,여행,건강","","","","","","","","","","","0","22.6","","","","","",
"전업주부","경제,경영","","","","","","","","","","","0","2.8","","","","","",
"전업주부","정치,사회,시사","","","","","","","","","","","0","2","","","","","",
"전업주부","어학, 외국어","","","","","","","","","","","0","","","","","","",
"전업주부","역사, 지리","","","","","","","","","","","0","","","","","","",
"전업주부","가정,육아,요리","","","","","","","","","","","0","13.4","","","","","",
"전업주부","시","","","","","","","","","","","0","","","","","","",
"전업주부","책을 전혀 읽지 않는다","","","","","","","","","","","0","","","","","","",
"전업주부","선호분야없음","","","","","","","","","","","0","","","","","","",
"전업주부","국내소설","","","","","","","","","","","0","","","","","","",
"전업주부","추리소설","","","","","","","","","","","0","","","","","","",
"전업주부","외국소설","","","","","","","","","","","0","","","","","","",
"전업주부","유모어·풍자","","","","","","","","","","","0","","","","","","",
"전업주부","공상과학소설","","","","","","","","","","","0","","","","","","",
"전업주부","과학,기술","","","","","","","","","","","0",".5","","","","","",
"전업주부","시,소설,수필","","","","","","","","","","","0","27.6","","","","","",
"전업주부","무협,판타지,추리소설","","","","","","","","","","","0","3.5","","","","","",
"전업주부","예술,문화","","","","","","","","","","","0","5.1","","","","","",
"전업주부","재테크,부동산","","","","","","","","","","","0","3.3","","","","","",
"전업주부","역사,지리","","","","","","","","","","","0","2.2","","","","","",
"전업주부","어학,컴퓨터","","","","","","","","","","","0",".6","","","","","",
"전업주부","문학도서","","","","","","","","","","","0","","","","","","",
"전업주부","일반소설","","","","","","","","","","","0","","","","","","",
"전업주부","수기, 전기","","","","","","","","","","","0","","","","","","",
"전업주부","동화","","","","","","","","","","","0","","","","","","",
"전업주부","다큐멘터리","","","","","","","","","","","0","","","","","","",
"전업주부","문학외교양","","","","","","","","","","","0","","","","","","",
"전업주부","경제, 경영","","","","","","","","","","","0","","","","","","",
"전업주부","종교","","","","","","","","","","","0","","","","","","",
"전업주부","과학, 기술","","","","","","","","","","","0","","","","","","",
"전업주부","예술","","","","","","","","","","","0","","","","","","",
"전업주부","법, 정치","","","","","","","","","","","0","","","","","","",
"전업주부","실용, 취미도서류","","","","","","","","","","","0","","","","","","",
"전업주부","요리","","","","","","","","","","","0","","","","","","",
"전업주부","건강, 다이어트","","","","","","","","","","","0","","","","","","",
"전업주부","여성, 육아","","","","","","","","","","","0","","","","","","",
"전업주부","취미","","","","","","","","","","","0","","","","","","",
"전업주부","연예, 오락","","","","","","","","","","","0","","","","","","",
"전업주부","여행","","","","","","","","","","","0","","","","","","",
"전업주부","스포츠","","","","","","","","","","","0","","","","","","",
"전업주부","컴퓨터","","","","","","","","","","","0","","","","","","",
"전업주부","만화, 무협지","","","","","","","","","","","0","","","","","","",
"전업주부","무협지, 판타지소설","","","","","","","","","","","0","","","","","","",
"전업주부","만화","","","","","","","","","","","0","","","","","","",
"전업주부","철학,사상,종교","","","","","","","","","","","0","10.2","","","","","",
"전업주부","기 타","","","","","","","","","","","0","0","","","","","",
"학생","사례수","","","","","","","","","","","0","","","","","","",
"학생","계","","","","","","","","","","","0","100","","","","","",
"학생","소설( 장르 소설 포함)","","","","","","","","","","","0","","","","","","",
"학생","수필","","","","","","","","","","","0","","","","","","",
"학생","재테크","","","","","","","","","","","0","","","","","","",
"학생","철학, 사상, 종교","","","","","","","","","","","0","","","","","","",
"학생","자기계발서","","","","","","","","","","","0","10.6","","","","","",
"학생","취미,오락,여행,건강","","","","","","","","","","","0","9.8","","","","","",
"학생","경제,경영","","","","","","","","","","","0","4.3","","","","","",
"학생","정치,사회,시사","","","","","","","","","","","0","3.4","","","","","",
"학생","어학, 외국어","","","","","","","","","","","0","","","","","","",
"학생","역사, 지리","","","","","","","","","","","0","","","","","","",
"학생","가정,육아,요리","","","","","","","","","","","0","1.2","","","","","",
"학생","시","","","","","","","","","","","0","","","","","","",
"학생","책을 전혀 읽지 않는다","","","","","","","","","","","0","","","","","","",
"학생","선호분야없음","","","","","","","","","","","0","","","","","","",
"학생","국내소설","","","","","","","","","","","0","","","","","","",
"학생","추리소설","","","","","","","","","","","0","","","","","","",
"학생","외국소설","","","","","","","","","","","0","","","","","","",
"학생","유모어·풍자","","","","","","","","","","","0","","","","","","",
"학생","공상과학소설","","","","","","","","","","","0","","","","","","",
"학생","과학,기술","","","","","","","","","","","0","2.3","","","","","",
"학생","시,소설,수필","","","","","","","","","","","0","34.2","","","","","",
"학생","무협,판타지,추리소설","","","","","","","","","","","0","13.5","","","","","",
"학생","예술,문화","","","","","","","","","","","0","5.7","","","","","",
"학생","재테크,부동산","","","","","","","","","","","0","0","","","","","",
"학생","역사,지리","","","","","","","","","","","0","4.9","","","","","",
